corpus 021821537f28 · engine 2026.09.01.platinum-group-rate-inverse · anchor 2026-08-26
folds read: fit 2009-09-25..2025-03-14 · select 2018-03-11..2025-12-04 · confirm: SEALED, not read
rows: 6634732 total · 3635251 accepted in the folds read · 1418391 not accepted (skipped) · 1581090 in other folds (not read) · 966862 on held-out markets (per-market lines only)
thin floor: 30 filled

## Per class × variant — held-out markets excluded, folds pooled

| class | variant | n | filled | dataAbsent | tp1 hit | stop | net E | ±SE clustered (k) | gross E | net total R | gross total R | flag |
| --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | --- |
markets above the thin floor at baseline: 73 · net expectancy > 0: 20 · winning at least half their filled setups while losing money: 35 (AAVEUSD, ADAUSD, CLUSD, DOGEUSD, DOW, ESUSD, EURJPY, GBPAUD, GBPUSD, GCUSD, GFUSX, GRTUSD, HBARUSD, HEUSX, HGUSD, IMXUSD, LINKUSD, LTCUSD, NIKKEI, NZDUSD, PAUSD, PLUSD, RTYUSD, SOLUSD, TRXUSD, UNIUSD, USDCAD, USDCHF, USDJPY, XAUUSD, YMUSD, ZLUSX, ZMUSD, ZRUSD, ZTUSD)

## Per market × variant — folds pooled

| class | market | variant | held out | n | filled | dataAbsent | tp1 hit | stop | net E | ±SE | gross E | net total R | gross total R | flag |
| --- | --- | --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | --- |
| agriculture | ZCUSX | baseline |  | 1604 | 1065 | 7 | 44.3% | 31.6% | -0.194 | ±0.030 | 0.064 | -206.3 | 79.0 |  |
| agriculture | ZCUSX | runnerProtection=breakeven,stopStructureSource=intraday |  | 1604 | 1065 | 7 | 44.1% | 31.6% | -0.205 | ±0.030 | 0.022 | -218.4 | 27.5 |  |
| agriculture | ZCUSX | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 1623 | 1074 | 7 | 46.1% | 35.1% | -0.240 | ±0.034 | 0.012 | -257.3 | 14.5 |  |
| agriculture | ZCUSX | runnerProtection=hold,stopStructureSource=intraday |  | 1604 | 1065 | 7 | 44.1% | 31.6% | -0.190 | ±0.032 | 0.050 | -202.7 | 61.7 |  |
| agriculture | ZCUSX | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 1623 | 1074 | 7 | 46.1% | 35.1% | -0.215 | ±0.035 | 0.043 | -230.4 | 52.9 |  |
| agriculture | ZCUSX | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 1604 | 1065 | 7 | 44.3% | 31.6% | -0.194 | ±0.030 | 0.064 | -206.3 | 79.0 |  |
| agriculture | ZCUSX | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 1623 | 1074 | 7 | 46.1% | 35.1% | -0.226 | ±0.033 | 0.073 | -242.8 | 90.2 |  |
| agriculture | ZLUSX | baseline |  | 1460 | 1147 | 4 | 59.1% | 27.2% | -0.068 | ±0.020 | 0.001 | -77.7 | 1.2 |  |
| agriculture | ZLUSX | runnerProtection=breakeven,stopStructureSource=intraday |  | 1460 | 1147 | 4 | 59.3% | 27.2% | -0.078 | ±0.021 | -0.020 | -89.6 | -23.4 |  |
| agriculture | ZLUSX | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 1590 | 1222 | 5 | 59.0% | 28.6% | -0.095 | ±0.020 | -0.029 | -116.6 | -36.0 |  |
| agriculture | ZLUSX | runnerProtection=hold,stopStructureSource=intraday |  | 1460 | 1147 | 4 | 59.3% | 27.2% | -0.089 | ±0.022 | -0.027 | -101.9 | -31.9 |  |
| agriculture | ZLUSX | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 1590 | 1222 | 5 | 59.0% | 28.6% | -0.102 | ±0.022 | -0.034 | -124.4 | -43.0 |  |
| agriculture | ZLUSX | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 1460 | 1147 | 4 | 59.1% | 27.2% | -0.068 | ±0.020 | 0.001 | -77.7 | 1.2 |  |
| agriculture | ZLUSX | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 1590 | 1222 | 5 | 58.8% | 28.6% | -0.084 | ±0.020 | -0.004 | -102.9 | -5.6 |  |
| agriculture | ZMUSD | baseline |  | 1515 | 1106 | 2 | 58.1% | 28.7% | -0.103 | ±0.033 | 0.012 | -114.5 | 13.9 |  |
| agriculture | ZMUSD | runnerProtection=breakeven,stopStructureSource=intraday |  | 1515 | 1106 | 2 | 58.1% | 28.7% | -0.113 | ±0.033 | -0.000 | -124.9 | -0.4 |  |
| agriculture | ZMUSD | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 1575 | 1138 | 3 | 57.9% | 30.7% | -0.125 | ±0.034 | 0.000 | -142.0 | 0.4 |  |
| agriculture | ZMUSD | runnerProtection=hold,stopStructureSource=intraday |  | 1515 | 1106 | 2 | 58.3% | 28.7% | -0.124 | ±0.037 | 0.005 | -137.0 | 6.0 |  |
| agriculture | ZMUSD | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 1575 | 1138 | 3 | 58.1% | 30.7% | -0.133 | ±0.038 | 0.003 | -151.9 | 3.1 |  |
| agriculture | ZMUSD | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 1515 | 1106 | 2 | 58.1% | 28.7% | -0.103 | ±0.033 | 0.012 | -114.5 | 13.9 |  |
| agriculture | ZMUSD | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 1575 | 1138 | 3 | 57.9% | 30.7% | -0.116 | ±0.034 | 0.009 | -131.9 | 10.8 |  |
| agriculture | ZOUSX | baseline | HELD OUT | 768 | 635 | 5 | 56.4% | 36.2% | -0.068 | ±0.035 | 0.034 | -43.4 | 22.5 |  |
| agriculture | ZOUSX | runnerProtection=breakeven,stopStructureSource=intraday | HELD OUT | 768 | 635 | 5 | 56.4% | 36.2% | -0.104 | ±0.032 | -0.010 | -66.3 | -6.7 |  |
| agriculture | ZOUSX | runnerProtection=breakeven,stopStructureSource=intraday_and_daily | HELD OUT | 767 | 635 | 5 | 53.9% | 43.0% | -0.153 | ±0.035 | -0.018 | -97.4 | -11.7 |  |
| agriculture | ZOUSX | runnerProtection=hold,stopStructureSource=intraday | HELD OUT | 768 | 635 | 5 | 56.4% | 36.2% | -0.068 | ±0.035 | 0.034 | -43.4 | 22.5 |  |
| agriculture | ZOUSX | runnerProtection=hold,stopStructureSource=intraday_and_daily | HELD OUT | 767 | 635 | 5 | 54.0% | 43.0% | -0.116 | ±0.039 | 0.022 | -73.7 | 14.1 |  |
| agriculture | ZOUSX | runnerProtection=trail_tp1,stopStructureSource=intraday | HELD OUT | 768 | 635 | 5 | 56.4% | 36.2% | -0.095 | ±0.031 | 0.013 | -60.5 | 8.3 |  |
| agriculture | ZOUSX | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily | HELD OUT | 767 | 635 | 5 | 53.9% | 43.0% | -0.146 | ±0.034 | 0.005 | -92.6 | 3.0 |  |
| agriculture | ZRUSD | baseline |  | 462 | 268 | 25 | 53.0% | 31.7% | -0.033 | ±0.049 | 0.049 | -8.7 | 14.3 |  |
| agriculture | ZRUSD | runnerProtection=breakeven,stopStructureSource=intraday |  | 462 | 268 | 25 | 53.0% | 31.7% | -0.033 | ±0.049 | 0.049 | -8.7 | 14.3 |  |
| agriculture | ZRUSD | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 462 | 268 | 25 | 53.0% | 31.7% | -0.033 | ±0.049 | 0.049 | -8.7 | 14.3 |  |
| agriculture | ZRUSD | runnerProtection=hold,stopStructureSource=intraday |  | 462 | 268 | 25 | 53.0% | 31.7% | -0.021 | ±0.052 | 0.083 | -5.5 | 24.3 |  |
| agriculture | ZRUSD | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 462 | 268 | 25 | 53.0% | 31.7% | -0.021 | ±0.052 | 0.083 | -5.5 | 24.3 |  |
| agriculture | ZRUSD | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 462 | 268 | 25 | 53.0% | 31.7% | -0.009 | ±0.049 | 0.083 | -2.4 | 24.2 |  |
| agriculture | ZRUSD | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 462 | 268 | 25 | 53.0% | 31.7% | -0.009 | ±0.049 | 0.083 | -2.4 | 24.2 |  |
| agriculture | ZSUSX | baseline |  | 980 | 660 | 8 | 49.4% | 43.5% | -0.252 | ±0.036 | -0.032 | -166.3 | -22.2 |  |
| agriculture | ZSUSX | runnerProtection=breakeven,stopStructureSource=intraday |  | 980 | 660 | 8 | 49.4% | 43.5% | -0.252 | ±0.036 | -0.032 | -166.3 | -22.2 |  |
| agriculture | ZSUSX | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 980 | 660 | 8 | 49.4% | 43.5% | -0.252 | ±0.036 | -0.032 | -166.3 | -22.2 |  |
| agriculture | ZSUSX | runnerProtection=hold,stopStructureSource=intraday |  | 980 | 660 | 8 | 49.1% | 43.5% | -0.251 | ±0.039 | -0.028 | -165.8 | -19.5 |  |
| agriculture | ZSUSX | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 980 | 660 | 8 | 49.1% | 43.5% | -0.251 | ±0.039 | -0.028 | -165.8 | -19.5 |  |
| agriculture | ZSUSX | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 980 | 660 | 8 | 49.4% | 43.5% | -0.246 | ±0.034 | -0.005 | -162.3 | -3.5 |  |
| agriculture | ZSUSX | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 980 | 660 | 8 | 49.4% | 43.5% | -0.246 | ±0.034 | -0.005 | -162.3 | -3.5 |  |
| crypto | AAVEUSD | baseline |  | 2617 | 2272 | 0 | 67.9% | 28.7% | -0.042 | ±0.014 | -0.019 | -95.7 | -42.3 |  |
| crypto | AAVEUSD | runnerProtection=breakeven,stopStructureSource=intraday |  | 2617 | 2272 | 0 | 67.9% | 28.7% | -0.069 | ±0.015 | -0.047 | -156.1 | -108.0 |  |
| crypto | AAVEUSD | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 2643 | 2288 | 0 | 68.5% | 28.1% | -0.059 | ±0.015 | -0.038 | -135.2 | -88.1 |  |
| crypto | AAVEUSD | runnerProtection=hold,stopStructureSource=intraday |  | 2617 | 2272 | 0 | 67.9% | 28.7% | -0.066 | ±0.017 | -0.043 | -149.7 | -98.1 |  |
| crypto | AAVEUSD | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 2643 | 2288 | 0 | 68.5% | 28.1% | -0.056 | ±0.017 | -0.033 | -127.2 | -76.2 |  |
| crypto | AAVEUSD | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 2617 | 2272 | 0 | 67.9% | 28.7% | -0.042 | ±0.014 | -0.019 | -95.7 | -42.3 |  |
| crypto | AAVEUSD | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 2643 | 2288 | 0 | 68.5% | 28.1% | -0.035 | ±0.014 | -0.014 | -80.2 | -31.3 |  |
| crypto | ADAUSD | baseline |  | 6019 | 5072 | 0 | 63.6% | 31.7% | -0.075 | ±0.010 | 0.007 | -381.2 | 36.9 |  |
| crypto | ADAUSD | runnerProtection=breakeven,stopStructureSource=intraday |  | 6019 | 5072 | 0 | 63.6% | 31.7% | -0.096 | ±0.010 | -0.014 | -486.2 | -74.5 |  |
| crypto | ADAUSD | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 6081 | 5120 | 0 | 64.2% | 31.8% | -0.095 | ±0.010 | -0.011 | -484.5 | -55.1 |  |
| crypto | ADAUSD | runnerProtection=hold,stopStructureSource=intraday |  | 6019 | 5072 | 0 | 63.6% | 31.7% | -0.082 | ±0.012 | -0.005 | -417.8 | -28.0 |  |
| crypto | ADAUSD | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 6081 | 5120 | 0 | 64.2% | 31.8% | -0.082 | ±0.012 | -0.000 | -417.3 | -1.5 |  |
| crypto | ADAUSD | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 6019 | 5072 | 0 | 63.6% | 31.7% | -0.075 | ±0.010 | 0.007 | -381.2 | 36.9 |  |
| crypto | ADAUSD | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 6081 | 5120 | 0 | 64.2% | 31.8% | -0.071 | ±0.010 | 0.012 | -364.4 | 60.9 |  |
| crypto | ALGOUSD | baseline |  | 2169 | 1797 | 0 | 36.7% | 62.7% | -0.510 | ±0.020 | -0.125 | -916.5 | -233.3 |  |
| crypto | ALGOUSD | runnerProtection=breakeven,stopStructureSource=intraday |  | 2169 | 1797 | 0 | 36.7% | 62.7% | -0.510 | ±0.020 | -0.125 | -916.5 | -233.3 |  |
| crypto | ALGOUSD | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 2169 | 1797 | 0 | 36.7% | 62.7% | -0.510 | ±0.020 | -0.125 | -916.5 | -233.3 |  |
| crypto | ALGOUSD | runnerProtection=hold,stopStructureSource=intraday |  | 2169 | 1797 | 0 | 36.8% | 62.7% | -0.522 | ±0.022 | -0.121 | -938.3 | -225.3 |  |
| crypto | ALGOUSD | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 2169 | 1797 | 0 | 36.8% | 62.7% | -0.522 | ±0.022 | -0.121 | -938.3 | -225.3 |  |
| crypto | ALGOUSD | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 2169 | 1797 | 0 | 36.7% | 62.7% | -0.490 | ±0.020 | -0.096 | -881.3 | -178.6 |  |
| crypto | ALGOUSD | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 2169 | 1797 | 0 | 36.7% | 62.7% | -0.490 | ±0.020 | -0.096 | -881.3 | -178.6 |  |
| crypto | ATOMUSD | baseline |  | 578 | 456 | 0 | 13.8% | 85.7% | -0.891 | ±0.030 | -0.133 | -406.2 | -66.1 |  |
| crypto | ATOMUSD | runnerProtection=breakeven,stopStructureSource=intraday |  | 578 | 456 | 0 | 13.8% | 85.7% | -0.891 | ±0.030 | -0.133 | -406.2 | -66.1 |  |
| crypto | ATOMUSD | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 578 | 456 | 0 | 13.8% | 85.7% | -0.891 | ±0.030 | -0.133 | -406.2 | -66.1 |  |
| crypto | ATOMUSD | runnerProtection=hold,stopStructureSource=intraday |  | 578 | 456 | 0 | 13.8% | 85.7% | -0.900 | ±0.031 | -0.117 | -410.5 | -58.0 |  |
| crypto | ATOMUSD | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 578 | 456 | 0 | 13.8% | 85.7% | -0.900 | ±0.031 | -0.117 | -410.5 | -58.0 |  |
| crypto | ATOMUSD | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 578 | 456 | 0 | 13.8% | 85.7% | -0.888 | ±0.030 | -0.083 | -405.2 | -41.5 |  |
| crypto | ATOMUSD | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 578 | 456 | 0 | 13.8% | 85.7% | -0.888 | ±0.030 | -0.083 | -405.2 | -41.5 |  |
| crypto | AVAXUSD | baseline |  | 1089 | 884 | 0 | 39.9% | 59.2% | -0.477 | ±0.028 | -0.103 | -421.9 | -94.5 |  |
| crypto | AVAXUSD | runnerProtection=breakeven,stopStructureSource=intraday |  | 1089 | 884 | 0 | 39.9% | 59.2% | -0.477 | ±0.028 | -0.103 | -421.9 | -94.5 |  |
| crypto | AVAXUSD | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 1089 | 884 | 0 | 39.9% | 59.2% | -0.477 | ±0.028 | -0.103 | -421.9 | -94.5 |  |
| crypto | AVAXUSD | runnerProtection=hold,stopStructureSource=intraday |  | 1089 | 884 | 0 | 39.9% | 59.2% | -0.473 | ±0.031 | -0.088 | -418.0 | -81.3 |  |
| crypto | AVAXUSD | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 1089 | 884 | 0 | 39.9% | 59.2% | -0.473 | ±0.031 | -0.088 | -418.0 | -81.3 |  |
| crypto | AVAXUSD | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 1089 | 884 | 0 | 39.8% | 59.2% | -0.458 | ±0.027 | -0.072 | -405.0 | -66.2 |  |
| crypto | AVAXUSD | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 1089 | 884 | 0 | 39.8% | 59.2% | -0.458 | ±0.027 | -0.072 | -405.0 | -66.2 |  |
| crypto | BCHUSD | baseline | HELD OUT | 5919 | 4866 | 0 | 57.3% | 36.8% | -0.182 | ±0.010 | 0.004 | -883.3 | 19.3 |  |
| crypto | BCHUSD | runnerProtection=breakeven,stopStructureSource=intraday | HELD OUT | 5919 | 4866 | 0 | 57.3% | 36.8% | -0.204 | ±0.010 | -0.019 | -992.9 | -96.6 |  |
| crypto | BCHUSD | runnerProtection=breakeven,stopStructureSource=intraday_and_daily | HELD OUT | 5966 | 4906 | 0 | 57.6% | 37.2% | -0.207 | ±0.010 | -0.020 | -1013.3 | -103.6 |  |
| crypto | BCHUSD | runnerProtection=hold,stopStructureSource=intraday | HELD OUT | 5919 | 4866 | 0 | 57.4% | 36.8% | -0.193 | ±0.012 | -0.010 | -940.6 | -50.0 |  |
| crypto | BCHUSD | runnerProtection=hold,stopStructureSource=intraday_and_daily | HELD OUT | 5966 | 4906 | 0 | 57.6% | 37.2% | -0.196 | ±0.012 | -0.011 | -961.4 | -54.9 |  |
| crypto | BCHUSD | runnerProtection=trail_tp1,stopStructureSource=intraday | HELD OUT | 5919 | 4866 | 0 | 57.3% | 36.8% | -0.182 | ±0.010 | 0.004 | -883.3 | 19.3 |  |
| crypto | BCHUSD | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily | HELD OUT | 5966 | 4906 | 0 | 57.6% | 37.2% | -0.185 | ±0.010 | 0.002 | -906.0 | 8.2 |  |
| crypto | BTCUSD | baseline |  | 8159 | 6892 | 1 | 74.1% | 20.9% | 0.039 | ±0.007 | 0.075 | 267.8 | 524.2 |  |
| crypto | BTCUSD | runnerProtection=breakeven,stopStructureSource=intraday |  | 8159 | 6892 | 1 | 74.0% | 20.9% | -0.014 | ±0.008 | 0.021 | -97.2 | 142.7 |  |
| crypto | BTCUSD | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 8262 | 6959 | 1 | 74.3% | 21.0% | -0.014 | ±0.008 | 0.022 | -99.8 | 151.5 |  |
| crypto | BTCUSD | runnerProtection=hold,stopStructureSource=intraday |  | 8159 | 6892 | 1 | 74.0% | 20.9% | 0.025 | ±0.009 | 0.058 | 171.6 | 405.3 |  |
| crypto | BTCUSD | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 8262 | 6959 | 1 | 74.3% | 21.0% | 0.027 | ±0.009 | 0.062 | 187.5 | 435.7 |  |
| crypto | BTCUSD | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 8159 | 6892 | 1 | 74.1% | 20.9% | 0.039 | ±0.007 | 0.075 | 267.8 | 524.2 |  |
| crypto | BTCUSD | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 8262 | 6959 | 1 | 74.3% | 21.0% | 0.039 | ±0.007 | 0.077 | 268.8 | 537.3 |  |
| crypto | DASHUSD | baseline |  | 6927 | 5859 | 0 | 70.1% | 25.7% | 0.007 | ±0.009 | 0.032 | 39.3 | 186.5 |  |
| crypto | DASHUSD | runnerProtection=breakeven,stopStructureSource=intraday |  | 6927 | 5859 | 0 | 70.1% | 25.7% | -0.031 | ±0.009 | -0.007 | -183.8 | -43.6 |  |
| crypto | DASHUSD | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 6975 | 5897 | 0 | 70.6% | 25.9% | -0.030 | ±0.009 | -0.004 | -177.1 | -25.5 |  |
| crypto | DASHUSD | runnerProtection=hold,stopStructureSource=intraday |  | 6927 | 5859 | 0 | 70.1% | 25.7% | -0.025 | ±0.010 | -0.002 | -147.5 | -10.0 |  |
| crypto | DASHUSD | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 6975 | 5897 | 0 | 70.7% | 25.9% | -0.023 | ±0.011 | 0.001 | -136.9 | 6.2 |  |
| crypto | DASHUSD | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 6927 | 5859 | 0 | 70.1% | 25.7% | 0.007 | ±0.009 | 0.032 | 39.3 | 186.5 |  |
| crypto | DASHUSD | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 6975 | 5897 | 0 | 70.6% | 25.9% | 0.008 | ±0.009 | 0.033 | 45.9 | 196.4 |  |
| crypto | DOGEUSD | baseline |  | 4964 | 4258 | 0 | 69.4% | 27.1% | -0.013 | ±0.010 | 0.029 | -53.6 | 122.6 |  |
| crypto | DOGEUSD | runnerProtection=breakeven,stopStructureSource=intraday |  | 4964 | 4258 | 0 | 69.5% | 27.1% | -0.043 | ±0.011 | -0.003 | -183.4 | -12.1 |  |
| crypto | DOGEUSD | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 4975 | 4270 | 0 | 69.8% | 27.2% | -0.043 | ±0.011 | -0.002 | -183.7 | -9.9 |  |
| crypto | DOGEUSD | runnerProtection=hold,stopStructureSource=intraday |  | 4964 | 4258 | 0 | 69.5% | 27.1% | -0.027 | ±0.013 | 0.015 | -115.9 | 63.6 |  |
| crypto | DOGEUSD | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 4975 | 4270 | 0 | 69.9% | 27.2% | -0.028 | ±0.013 | 0.015 | -117.8 | 63.4 |  |
| crypto | DOGEUSD | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 4964 | 4258 | 0 | 69.4% | 27.1% | -0.013 | ±0.010 | 0.029 | -53.6 | 122.6 |  |
| crypto | DOGEUSD | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 4975 | 4270 | 0 | 69.8% | 27.2% | -0.013 | ±0.010 | 0.029 | -54.7 | 124.0 |  |
| crypto | DOTUSD | baseline |  | 682 | 540 | 0 | 27.0% | 72.4% | -0.702 | ±0.031 | -0.062 | -379.3 | -36.7 |  |
| crypto | DOTUSD | runnerProtection=breakeven,stopStructureSource=intraday |  | 682 | 540 | 0 | 27.0% | 72.4% | -0.702 | ±0.031 | -0.062 | -379.3 | -36.7 |  |
| crypto | DOTUSD | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 682 | 540 | 0 | 27.0% | 72.4% | -0.702 | ±0.031 | -0.062 | -379.3 | -36.7 |  |
| crypto | DOTUSD | runnerProtection=hold,stopStructureSource=intraday |  | 682 | 540 | 0 | 27.2% | 72.4% | -0.703 | ±0.034 | -0.070 | -379.4 | -41.6 |  |
| crypto | DOTUSD | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 682 | 540 | 0 | 27.2% | 72.4% | -0.703 | ±0.034 | -0.070 | -379.4 | -41.6 |  |
| crypto | DOTUSD | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 682 | 540 | 0 | 27.2% | 72.4% | -0.678 | ±0.031 | -0.051 | -366.1 | -30.0 |  |
| crypto | DOTUSD | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 682 | 540 | 0 | 27.2% | 72.4% | -0.678 | ±0.031 | -0.051 | -366.1 | -30.0 |  |
| crypto | DYDXUSD | baseline |  | 359 | 285 | 0 | 7.7% | 91.6% | -1.071 | ±0.040 | -0.152 | -305.3 | -47.2 |  |
| crypto | DYDXUSD | runnerProtection=breakeven,stopStructureSource=intraday |  | 359 | 285 | 0 | 7.7% | 91.6% | -1.071 | ±0.040 | -0.152 | -305.3 | -47.2 |  |
| crypto | DYDXUSD | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 359 | 285 | 0 | 7.7% | 91.6% | -1.071 | ±0.040 | -0.152 | -305.3 | -47.2 |  |
| crypto | DYDXUSD | runnerProtection=hold,stopStructureSource=intraday |  | 359 | 285 | 0 | 7.7% | 91.6% | -1.085 | ±0.038 | -0.192 | -309.2 | -59.6 |  |
| crypto | DYDXUSD | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 359 | 285 | 0 | 7.7% | 91.6% | -1.085 | ±0.038 | -0.192 | -309.2 | -59.6 |  |
| crypto | DYDXUSD | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 359 | 285 | 0 | 7.7% | 91.6% | -1.071 | ±0.039 | -0.164 | -305.2 | -50.8 |  |
| crypto | DYDXUSD | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 359 | 285 | 0 | 7.7% | 91.6% | -1.071 | ±0.039 | -0.164 | -305.2 | -50.8 |  |
| crypto | EGLDUSD | baseline |  | 1579 | 1296 | 0 | 47.0% | 48.5% | -0.309 | ±0.021 | -0.051 | -400.5 | -69.3 |  |
| crypto | EGLDUSD | runnerProtection=breakeven,stopStructureSource=intraday |  | 1579 | 1296 | 0 | 47.0% | 48.5% | -0.309 | ±0.022 | -0.064 | -400.6 | -87.9 |  |
| crypto | EGLDUSD | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 1580 | 1298 | 0 | 47.7% | 47.8% | -0.296 | ±0.022 | -0.064 | -384.5 | -87.9 |  |
| crypto | EGLDUSD | runnerProtection=hold,stopStructureSource=intraday |  | 1579 | 1296 | 0 | 47.0% | 48.5% | -0.315 | ±0.024 | -0.076 | -407.8 | -104.5 |  |
| crypto | EGLDUSD | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 1580 | 1298 | 0 | 47.7% | 47.8% | -0.301 | ±0.024 | -0.070 | -390.1 | -96.0 |  |
| crypto | EGLDUSD | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 1579 | 1296 | 0 | 47.0% | 48.5% | -0.309 | ±0.021 | -0.051 | -400.5 | -69.3 |  |
| crypto | EGLDUSD | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 1580 | 1298 | 0 | 47.7% | 47.8% | -0.296 | ±0.021 | -0.049 | -383.7 | -67.2 |  |
| crypto | ETCUSD | baseline |  | 4747 | 4084 | 0 | 72.3% | 24.1% | 0.028 | ±0.010 | 0.077 | 113.3 | 318.4 |  |
| crypto | ETCUSD | runnerProtection=breakeven,stopStructureSource=intraday |  | 4747 | 4084 | 0 | 72.3% | 24.1% | -0.016 | ±0.010 | 0.032 | -64.3 | 133.6 |  |
| crypto | ETCUSD | runnerProtection=breakeven,stopStructureSource=intraday_and_daily |  | 4934 | 4252 | 0 | 72.7% | 24.0% | -0.013 | ±0.010 | 0.033 | -56.5 | 142.0 |  |
| crypto | ETCUSD | runnerProtection=hold,stopStructureSource=intraday |  | 4747 | 4084 | 0 | 72.3% | 24.1% | -0.003 | ±0.012 | 0.047 | -10.3 | 192.7 |  |
| crypto | ETCUSD | runnerProtection=hold,stopStructureSource=intraday_and_daily |  | 4934 | 4252 | 0 | 72.8% | 24.0% | 0.001 | ±0.012 | 0.048 | 3.1 | 205.5 |  |
| crypto | ETCUSD | runnerProtection=trail_tp1,stopStructureSource=intraday |  | 4747 | 4084 | 0 | 72.3% | 24.1% | 0.028 | ±0.010 | 0.077 | 113.3 | 318.4 |  |
| crypto | ETCUSD | runnerProtection=trail_tp1,stopStructureSource=intraday_and_daily |  | 4934 | 4252 | 0 | 72.8% | 24.0% | 0.030 | ±0.010 | 0.079 | 129.5 | 339.4 |  |
| crypto | ETHUSD | baseline |  | 7879 | 6612 | 1 | 75.0% | 20.9% | 0.065 | ±0.007 | 0.091 | 429.0 | 609.5 |  |
| crypto | ETHUSD | runnerProtection=breakeven,stopStructureSource=intraday |  | 7879 | 6612 | 1 | 75.0% | 20.9% | 0.021 | ±0.008 | 0.049 | 141.9 | 324.0 |  |
